krama,ngoko
sakit tuwin sisah punika sipating,ra enak lan susah banget
sangsara kang awrat sinandhang,susah banget sing ditanggung
eca sakeca bingah senenging manah,seneng banget
punika sipating sangsara ingkang entheng sinandhang,iku derita sing enteng ditanggung
manawi sakit sampun saged dados,nek ra sehat wis mari
bingah senenging manah inggih lajeng,seneng banget
dados sipating sangsara ingkang entheng sinandhang,dadi sengsaran  enteng
nanging sagedipun sakit andadosaken bingah senenging,ning isa sakit gawe seneng
manah punika manawi sampun sumerep agenging paidahipun,ati wis ngerti gedhene gunane
inggih punika sakit tuwin sakeca,iya  lara lan ora enak
kaanggep sami kemawon sadaya sami wujuding sangsara,kabeh padha susah
sangsara paidah dados panggigahing manah,susah iku dadi penguat ati
ngudi uwal saking sangsara,ngindari susah
sakit punika dados pepecut ingkang,sakit iku dadi penyemangat
langkung premati dados langkung ageng,mangan sing akeh  tambah gedhe
paidahipun tinimbang kalihan sakeca mila,luwih becik saka mung siji
senengipun manawi sakit angungkuli manawi manggih sakeca,seneng yen lara ngalah kakean seneng yen ketemu duwit
sakawit manusa punika nedya angendhani,wiwitane manungsa iku arep ngerti
sakit lan sisahing manah awit,aduh  susah banget rasane
namung punika ingkang kaanggep wujuding sangsara,iku wae sing dianggep cilaka
sami karaya raya ambujeng eca,ayo padha melu kerja bakti
sakeca bingah senenging manah awit,seneng banget aku
punika ingkang kaanggep wujuding kamulyan,iku sing diarani kamulyan
saha kaanggep kawontenan ingkang sampun,lan dianggep wis
wonten sajawining sangsara sampun oncat,susah  wis ilang
saking sangsara sampun benggang kalihan,wes ora kuat
sangsara sampun tebih kalihan sangsara,susah wis adoh karo susah
ananging lampahipun punika kacelik kosokwangsul,nanging lakune mbalikke
balejed kalihan pangintening manah saha pangajeng ajengipun,omah lan atiku  karo karepku
sedyanipun,siap
angendhani sakit temahanipun murugi sakit,ngerti lara tambah lara
sedyanipun angendhani sisah temahanipun dados,siapno sing kurang
murugi sisah sedyanipun pados eca,tak tunggu persiapanmu
sakeca temahanipun manggih sakit sedyanipun,aku rasan  lara banget
pados bingah temahanipun manggih sisah,seneng banget ketemu barang ilang
punapa liripun,piye kabare
inggih punika pinten pinten manusa,ya iku wong wong
ingkang lampahipun boten kasembadan ing sedya,lakune ora karuwan
malah manggih sakit tuwin kasisahan,malah nduwe penyakit lan susah
sanadyan ingkang sami kasembadan ing,senajan padha kasil
sedya manggih kabingahan pisan temahanipun,arep seneng banget
inggih namung dados sisah ugi,ya wis mung dadi sisa
jer bingahipun boten wonten ingkang lana,ora ono sing salah
punapa wonten ta tiyang ingkang,ana wong sing
manggih kabingahan kemawon tanpa mawi manggih kasisahan,seneng wae  ora susah
tamtu boten wonten,mesti ora ana
awit bingah punika gandhenganipun kalihan,merga seneng kuwi gandhengane karo
sisah boten saged pisah,wis ora bisa mpisah
saben taksih saged ngraos bingah,isih seneng
tamtu taksih saged ngraos sisah,mesti isih bisa ngrasakke susah
saben taksih saged manggih bingah,isih bisa seneng
tamtu taksih kataman sisah,mesti isih ketekan sisa
angger taksih ngupados sakeca tamtu taksih,nek isih nggoleki mesthi isih
badhe manggih sakit,arep lara
angger taksih ngupados kabingahan tamtu,nek isih nggoleki seneng seneng
taksih badhe manggih kasisahan,masih susah
kasembadanipun pepenginaning manusa punika boten,pengenane manungsa iku ora
saged dados pamarem nanging malah,iso dadi pamer malah
tuman gadhah pepenginan,pengin
awit pepenginan ingkang dipun turuti,merga kep ngin
punika tamtu lajeng subur saya,mesti subur terus
ageng sarta kae kae,gedhe lan gedhe
kados tanem tuwuh ingkang karabuk,kaya wit witan sing kebungkus
kasiram kadhangir kaupakara sae dadosipun,wis siyap gaweane apik banget
lajeng subur lan ngepang kathah,terus subur lan akeh
bilih pepenginan punika sampun saya,nek kepengenku wis rampung
ageng saya ngrebda ngambra ambra,aku salah banget
kae kae tamtu lajeng boten,iku mesthi ora
kasembadan wekasanipun dados sisah,akhire dadi susah
mila grebanipun lampahing manusa ingkang,mulane urip  wong sing
taksih kados makaten wau ubang,masih kaya ngono wae
ubeng taksih kasasar sasar murugi,masih salah terus
kasisahan ewasamanten manawi manusa saweg,urip iku mung sakali
kabentus bentus kajeglong jeglong kaping,kesusu kesusu kecepeng cepeng
kalih kaping tiga kemawon dereng,loro ping telu wae durung
saged kraos bilih kasasar lampahipun,ra iso ngerti yen salah lelampahan
malah sanadyan kaping sadasa,malah sanajan sepuluh kaping
ngantos kapinga satus pisan inggih,nganti sewidak
awis ingkang lajeng sampun angrumaosi,wis rapopo
sagedipun lajeng ngrumaosi punika ingkang,iso terus ngerteni iki sing
tamtu saking tigang prakawis saking,mesti saka telu perkara saka
sampun kerep kabentus bentus ingkang,wis kerep kebingung
ngantos marambah rambah saking sampun,nganti mlebu mlebu
kerep mirengaken pitedah ingkang leres,asring ngrungokake pitutur sing bener
saking sampun anyumerepi tepa tuladha ingkang cetha,wis ngerti conto sing cetha
manawi manusa sampun sumerep bilih,nek wong wis ngerti yen
gesang ingkang limrah punika prasasat,urip biasa wae
namung kebak kasisahan kemawon kaping,cuma kebak susah wae
kalih sampun mangretos punapa ingkang,loro wis ngerti apa sing
dipun wastani jatining kamulyan ing,jenenge kamulyan
ngriku asring lajeng gadhah tobat,kono kerep terus tobat
angraosaken gesang sangsara,rasakake urip sengsara
inggih punika tobat gesang kados,iku tobat urip kaya
gesang ingkang sampun sampun tobat,urip sing wis tobat
ngupados eca sakeca bingah senenging,golek seneng seneng
manah ngudi sagedipun endha saking,pengin bisa uwal saka
kawontenan ingkang makaten wau,kahanan kaya ngono
sasampunipun manusa tobat ngupados eca,wong wis tobat njaluk pangapunten
sakeca ing ngriku sakit lan,ana sing lara ing kono lan
sakeca lajeng karaos sami kemawon,wis pokoke padha wae
saha sarehning,lan amarga
sampun kasumerepan agenging paidahipun tamtu,wis ngerti gedhene manfaat
lajeng dados sesawanganing gesangipun ingkang anyenengaken,trus dadi pemandangan urip sing nyenengake
kasenengan makaten punika beda kalihan,seneng seneng kaya ngono iku beda karo
kabingahan ingkang sagedipun pinanggih kedah,seneng sing bisa diduweni kudu
sarana ngenthu enthu dipun upaya,nggo ngenteni diusahake
amargi boten adamel subur saha,merga ora subur
ngepang dhateng pepenginan,ngejar kepinginan
gesang ingkang kados makaten punika,urip kaya ngono kuwi
sanadyan dereng wonten sajawining lelampahan,ora ono lelampahan
ananging kados sampun wonten sajawining lelampahan,nanging wis ana ing lelakonku
sanadyan ing lair katingalipun ing,senajan ketok
tiyang sanes kados papa sangsara,wong liyo kaya bapak sengsara
ananging ing dalem manahipun sakalangkung mulya,nanging atiku luhur banget
sanadyan manggen wonten ing asunya,walaupun ana ing alas
ananging sami kalihan ingkang lelangen,nanging kabeh sing lali
wonten ing taman ingkang sakalangkung,ana ing taman sing ayem
asring anengsemaken awit sengseming manah,asring kepenak mergo seneng ati
anyawang lelampahaning badanipun punika boten,nganti lelane awakku iki ora
pae kalihan nyawang wewangunan ingkang adi aeng,mangan ning bangunan sing apik
sasampunipun sakit sakeca karaos sami,sakitku wis mari kabeh
kemawon sadaya kaanggep paidah,yo wis kabeh dianggep untung
sadaya damel senenging manah sadaya,kabeh seneng
karaos entheng panandhangipun,rasa entheng awak
manusa lajeng boten ajrih sakit,wong ora wedi lara
rekaos kangelan temah kadunungan kenceng,akeh sing angel  dadi kudu cepet
santosa ing budi boten ajrih,tenang ati ora wedi
sapinten awrating brata kangge minangkani kasembadaning sedya,pira regane gawe ngrampungi maksudku
anggenipun nedya oncat saking kawontenan,arep lunga saka kono
ingkang sangsara manjing dhateng dununging,sing susah mlebu ing
kamulyan jati inggih punika katentreman ing langgeng,kemuliaan sejati iku tentrem ayem
manawi manusa sampun makaten ingkang,yen manungsa wis kaya ngono
kathah badhe saged dumugi ing kasidaning sedya,akeh sing isa tekan tujuan
inggih punika sampun badhe saged,iya wis bisa
dumugi ing tataran angka kalih,teka ing tingkat loro
dados tiyang kas,dadi wong sugih
tiyang kas,wong lanang
kawontenan tuwin warni warninipun tiyang kas,kahanan lan rupane wong sugih
jatining kamulyan pejah saderengipun pejah,mulyo mati sadurunge mati
kekendelanipun tiyang kas,kekuatan  wong kas
tiyang kas punika tiyang ingkang,wong iku wong sing
sampun kasinungan kawruh inggih punika,wis ngerti
sampun sumerep dhateng jatining gesangipun,wis ngerti uripmu
ingkang langgeng ingkang boten kenging,sing langgeng sing ora kena
risak utawi sirna boten saged,rusak utawa ilang ora isa
kenging baya pakewed boten saged,ora kena
kataman panandhang sakit sangsara sasaminipun,kepethuk penyakit lara
inggih ingkang widada gesang ngantos,iya urip nganti
dumugi sabakdanipun gesang ing ngalam dunya,tekan uripe ning donya
inggih punika ingkang binasakaken gesang ing ngakirat,iku sing bakal rusak urip ning akhirat
inggih rasa jatining gesang punika,ya  uripe iku
raos ingkang pinanggih ing ngakirat,rasane ning akhirat
inggih punika kamulyaning gesang ingkang,iku kamulyan urip sing
sajati inggih rasa jatining kamulyan,sejatine iku rasa kamulyan
utawi kamulyan jati,kemuliaan sejati
dados ingkang dipun wastani manggih,ketemu
kamulyan jati punika dede tiyang,kemuliaan sejati iku dudu barang
ingkang manggih barang barang,sing nggoleki barang barang
ingkang langkung endah utawi manggih,sing luwih ayu utawa ketemu
tetedhan ingkang adi aeng nanging,panganan sing sederhana
tiyang ingkang sampun saged ngraosaken,wong sing wis bisa ngrasakake
rasa jatining gesangipun pribadi boten,rasane uripku ora
sambet kalihan punapa punapa wontenipun,jaluk apa wae sing ana
namung tentrem langgeng santosa jenjem,mulyo tentrem ayem
sidhem premanem nirmala nulus tanpa kara kara,resik tenanan  resik banget  tanpa cela
awit saking punika mila tiyang,merga kuwi wong
kas punika dipun wastani tiyang,iku jenenge wong
ingkang sampun angsal kamulyan ing ngakirat,sing wis oleh kamulyan ning akhirat
inggih kados makaten punika ingkang,ya  kaya ngono kuwi sing
winastan sampun pejah ing saderengipun,wis mati sadurunge
pejah saged gesang ing sabakdaning gesang,mati urip ing donya
dados ing ngakirat punika tumrap,aku ning akhirat
panjenenganipun boten ing tembe nanging,kowe ora enek ning kono
inggih ing sapunika kemawon tandhanipun,ya  mung kono tandane
salebetipun taksih gesang wonten ing,isih urip nang
ngalam dunya sajatosipun sampun gesang,urip ning donya iki wis rampung
wonten ing ngakirat,neraka
seserepanipun tiyang kas dhateng jatining,wong pada seneng marang sing sugih
gesangipun pribadi kados ingkang kasebut,uripe dhewe kaya sing wis disebut
ing ngajeng wau sampun,wis
boten mawi samar samar utawi,ora samar samar
semang semang malih ngantos kadugi,ayo semangat terus
ngantepi kalayan tanpa uwas uwas utawi kuwatos,lakoni wae tanpa wedi
sok angger taksih gadhah uwas,masih ono urusan
uwas tandha kawruhipun taksih samar,tandha  isih samar
samar punika kaewokaken dereng sumerep,iki durung diweruhi
dados dereng tetep nama kas,durung tetep jenenge
saking dereng diwasa kawruhipun dados,durung diwasa pintere
taksih kathah samar samaripun taksih,masih akeh sing durung cetho
ageng semang semangipun taksih kandel uwas kuwatosipun,besar semangatku isih kuat kekuatanku
saben saya diwasa ing kawruh,aku tambah pinter
sadaya wau saya suda manawi,aku wis ora kuat
sampun sampurna kadiwasanipun lajeng saged,wis rampung  terus bisa
sirna babarpisan ing ngriku tetepipun,ilang kabeh ning kono tetep wae
nama kas sajati,jenengku
mila badhe dados kas punika,dadi mangkono iku
ingkang prelu sanget andiwasakaken kawruhipun,sing penting didhawuhi
saking punapa punapa sampun dipun,saiki wis
lampahi dipun mangretosi dipun ambah,lakoni terus ben bersih
saha dipun sumerepi tamtu enggal diwasa,lan diweruhi  mesthi cepet gedhe
sasampuning manusa ical samar samaring,wong ilang ora katon
seserepan tumrap dhateng jatining gesangipun,rahayu uripmu
tamtu ical girising,mesti ilang
manah dhateng warni warnining bilai,ati kang nandhang rupa rupa bebaya
sapinten kandel tipising samar samaripun,ketebalan samaran  piye
dados ukuraning ajrih giris kakendelan,ukuran wedi kuwi tekaning kakehan
tuwin kapurunanipun dhateng bilai,lan keturunan  kena musibah
saya ical samar samaripun saya,aku ilang barangku
ical kajirihanipun saya ageng kakendelanipun,susah  tambah gedh
ananging kakendelanipun tiyang makaten wau,nanging wong kaya ngono kuwi
boten kendel dhateng lampah awon,ora gelem tumindak ala
dados boten mutawatosi ing akathah,ora usah guneman akeh
awit tiyang ingkang kendel dhateng,wong sing kuat marang
piawon punika sajatosipun saking taksih,iku sebener  isih
ageng kajirihanipun kados ta ajrih,wedi banget kaya wedi
manawi kewudan ajrih manawi keluwen,yen wedi yen lapar
ajrih manawi kamlaratan ajrih manawi,wedi yen mlarat wedi yen
boten angsal kabingahan ajrih manawi,ora oleh seneng wedi nek
sakit ajrih manawi pejah,wedi mati
mila dados anglampahi awon prelu,mulane kudu nglakoni sing ala
kangge ngendhani ingkang dados ajrihing manahipun,ngilangke atine
kosokwangsul kalihan tiyang kas kewudan,ngobrol karo wong gedhe
kadugi keluwen kadugi kamlaratan kadugi,luwe  kere  ora duwe apa apa
sakit kagi pejah kadugi tanpa,ra kuat
manggih kabingahan inggih kadugi,ketemu bungah
dados boten prelu karaya raya,ora usah repot repot
nempuh nglampahi awon,nglakoni ala
mila saben manusa sampun ical,mulane saben wong wis ilang
samar samaring kawruhipun lajeng ical,ora jelas terus ilang
girising manah dhateng warn warnining,aku susah ati mikir macem macem
bilai amargi lajeng sampun boten,ala  wis ora
mawi semang semang malih bilih,ya wis
sajatosipun badan punika dede pribadinipun,awakku dhewe
pribadinipun dede badan,awakku
ingkang saged kenging alangan sisah,sing bisa alangan
sakit risak lebur pejah punika muhung badan,ra ono opo opo  mung awak sing lara
pribadinipun boten mawi kataman punapa punapa,ora kena apa apa
sanadyan manusa punika manggih lelampahan,senajan wong iku ketemu lelampahan
punapa kemawon sajatosipun inggih kuwawi,ya wis
ingkang gadhah raos boten kuwawi,ora kuat
punika namung raos pangraosipun sajatosipun inggih kuwawi,iku mung rasaning ati
kathah tiyang wicanten aku ora kuwat anglakoni,akeh wong ngomong aku ora kuat nglakoni
nanging tibanipun inggih kuwawi,nanging angel banget
mila dipun wastani lelampahan sajatosipun,dadi jenenge lelampahan sejatine
namung dipun langkungi manawi sampun,mung dilewati nek wis
dipun langkungi lajeng terang bilih,dilewati terus terang
sampun boten wonten,wis ora ana
punapa punapa mila wontenipun namung,apa apa mung
tansah kuwawi kemawon,terus wae
sakit kuwawi sisah kuwawi kangelan,ra kuat  wis ora kuat  angel banget
kuwawi pejah inggih kuwawi,aku mati ya aku
tegesipun kuwawi punika ingkang kuwawi jatining gesangipun,artine urip iku
mila bebasanipun tiyang kas punika,mulane pepatah wong sugih kuwi
sampun boten sisah sabab dening,ora ono alesan maneh
kamlaratan boten gugup sabab dening,ora wedi amarga
kapengkok ing pancabaya boten giris,mungkin ora tega
sabab dening ngadhepaken bilai boten,merga ngadhepi bebaya ora
ajrih sabab dening sakit boten,wedi mergo lara
bebakal sabab dening badhe tilar dunya,bakal mati
awit sadaya wau sampun boten,amarga wis ora
angebahaken dhateng kawontenanipun,nggawa menyang kono
tiyang kas punika wonten warni,wong iku ana werna werna
kalih ingkang satunggal ingkang sampun,loro siji sing wis
boten remen dhateng kadunyan inggih,ora seneng donya
punika ingkang sampun wirangi kajengipun,iku sing wis rampung karepe
sukci sampun boten remen dhateng,wis ora seneng karo
sadaya daya ingkang saged anarik,kabeh kekuatan sing isa narik
dados angraosaken panandhang sisah utawi sakit,sakit
dene satunggalipun ingkang,siji sing
taksih remen dhateng kadunyan inggih,isih seneng donya
punika taksih remen ngupados eca,isih seneng golek duit
sakeca bingah senenging manah punika,seneng banget
dipun wastani dereng wirangi,durung werna
ingkang taksih remen dhateng kadunyan,sing isih seneng donya
ngupados sakeca punika tamtu taksih,njaluk tulung iki mesthi isih
badhe manggih sakit bilih taksih,bakal lara nek isih
ngupados bingah punika tamtu taksih,golek seneng iku mesthi isih
badhe manggih sisah bilih taksih,akeh susah yen isih
remen suka gumujeng punika tamtu,seneng dolan dolan mesthi
taksih badhe asring bengak bengok,isih kerep gegeran
ananging panjenenganipun ingkang makaten punika,nanging kowe kuwi
boten ajrih sampun dipun sengaja,ra wedi  wis sengaja
sakit sisah bengak bengok inggih,ra gelem
kajengipun sabab ngendelaken kuwawi boten dados punapa,ora ono sebab ora bisa apa apa
amung kemawon tiyang ingkang sampun,mung wong sing wis
kados makaten punika sanadyan kenging,ngono kuwi senajan isa
